,rent_cost,Area_m2,rooms,Dictrict_8,Dishwasher,Shower_cabin,Bathroom_combined_3,Distance_from_Cremlin,Bathroom_combined_2,Repair_disigne,Ceiling_height_m,Bathroom_combined_4,Parking_underground,Air_conditioner,Repair_cosmetic,House_panel,Bathroom_separate_3,ulitsa_dvor,Bathroom_combined_1,Bathroom_separate_4,House_monolithic_brick,Telephone,House_noun,dvor,Bathroom_combined_0,Television,Parking_paid_yard,House_monolithic,Bathroom_separate_2,Dictrict_1,Dictrict_10,House_block,Pass_lift_1,You_can_with_animals,Dictrict_2,Dictrict_6,Bathroom_separate_1,House_oldfond,Dictrict_9,Loggia_1
0,500000.0,200.0,4.0,1,True,True,0,2.46,0,1,3.0,0,1,True,0,0,0,0,1,0,0,True,0,0,0,True,0,1,0,0,0,0,0,True,0,0,0,0,0,0
1,500000.0,198.0,4.0,1,True,True,0,2.46,1,1,3.5,0,1,True,0,0,0,1,0,0,1,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,1,0,0,0
2,500000.0,200.0,4.0,1,True,True,1,2.46,0,0,3.2,0,1,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
3,400000.0,170.0,4.0,1,True,True,1,1.99,0,0,3.2,0,1,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
4,225000.0,58.0,2.0,1,True,True,0,1.67,1,0,3.9,0,0,False,0,1,0,1,0,0,0,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
5,470000.0,92.0,3.0,1,True,True,0,2.51,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
6,350000.0,213.0,5.0,1,True,False,0,0.75,1,0,3.2,0,0,False,0,0,0,1,0,0,0,True,1,0,0,True,1,0,0,0,0,0,1,True,0,0,0,0,0,0
7,250000.0,98.0,3.0,1,True,True,0,1.95,0,0,3.2,0,1,True,0,0,0,0,1,0,0,False,0,1,0,False,0,1,0,0,0,0,1,True,0,0,1,0,0,0
8,130000.0,120.0,3.0,1,True,False,0,2.19,0,0,3.0,0,0,True,0,0,0,0,1,0,0,False,0,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
9,290000.0,170.0,4.0,1,True,True,1,1.65,0,0,3.2,0,1,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
10,100000.0,80.0,3.0,1,False,True,0,2.27,0,0,2.99,0,0,True,0,0,0,1,1,0,0,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
11,200000.0,100.0,3.0,1,True,True,0,1.84,1,1,2.99,0,0,True,0,0,0,0,0,0,0,True,0,1,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
12,500000.0,180.0,5.0,1,True,True,0,2.06,1,1,2.99,0,0,True,0,0,0,0,0,0,0,True,0,0,0,True,0,1,0,0,0,0,0,True,0,0,1,0,0,1
13,450000.0,222.2,5.0,0,True,False,0,1.32,1,0,2.99,0,1,False,0,0,0,0,0,0,0,False,0,0,0,True,0,1,0,0,0,0,1,False,1,0,0,0,0,0
14,450000.0,225.0,5.0,0,False,False,0,1.32,0,1,2.99,0,0,False,0,0,0,0,1,0,0,False,0,0,0,False,0,1,0,0,0,0,0,False,1,0,0,0,0,0
15,120000.0,30.0,2.0,1,True,True,0,1.67,0,0,2.99,0,0,True,0,0,0,0,1,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
16,450000.0,222.0,5.0,1,True,True,0,1.32,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
17,180000.0,150.0,5.0,1,True,False,0,1.5,1,0,2.99,0,0,False,0,0,0,0,0,0,0,True,0,0,0,True,1,0,0,0,0,0,1,False,0,0,0,0,0,0
18,190000.0,201.0,5.0,0,True,True,1,1.34,0,0,3.2,0,0,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,1,0,0,0,0,0
19,205000.0,64.0,2.0,1,True,True,0,1.67,1,0,2.99,0,0,True,0,0,0,0,0,0,0,False,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
20,230000.0,112.0,3.0,0,True,False,0,1.49,1,0,3.2,0,1,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,False,1,0,0,0,0,0
21,590000.0,190.0,4.0,1,True,True,0,2.13,0,1,2.99,0,0,False,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,0,False,0,0,0,0,0,0
22,190000.0,186.0,5.0,1,True,True,0,1.34,1,0,3.3,0,0,True,0,0,0,1,0,0,0,False,0,0,0,True,0,0,0,0,0,0,0,True,0,0,0,1,0,0
23,200000.0,100.0,3.0,1,True,True,0,1.24,1,0,3.2,0,0,True,0,0,0,1,0,0,0,True,1,0,0,True,1,0,0,0,0,0,1,True,0,0,0,0,0,0
24,200000.0,150.0,5.0,1,True,True,0,1.5,1,0,2.99,0,0,True,0,0,0,0,0,0,0,False,1,1,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
25,300000.0,140.0,5.0,1,True,False,0,1.96,0,1,2.99,0,0,False,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
26,400000.0,132.8,3.0,1,True,True,0,2.42,1,0,2.99,0,0,True,0,0,0,0,0,0,0,True,0,0,0,True,0,1,0,0,0,0,1,True,0,0,0,0,0,0
27,350000.0,112.0,3.0,1,True,True,0,2.42,0,0,3.15,0,1,False,0,0,0,0,0,0,1,True,0,0,1,True,0,0,1,0,0,0,1,False,0,0,0,0,0,0
28,400000.0,91.0,2.0,1,True,True,0,2.42,0,0,3.15,0,1,False,0,0,0,0,0,0,1,True,0,0,1,True,0,0,1,0,0,0,1,False,0,0,0,0,0,0
29,400000.0,135.0,3.0,1,False,False,0,2.42,0,1,2.99,0,1,False,0,0,0,1,1,0,1,False,0,0,0,True,0,0,0,0,0,0,0,True,0,0,1,0,0,0
30,590000.0,190.0,4.0,1,True,True,0,2.13,1,1,3.2,0,1,True,0,0,0,1,0,0,1,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
31,135000.0,44.0,2.0,1,True,True,0,1.67,0,0,4.15,0,0,False,0,0,0,0,0,0,0,True,1,0,1,True,0,0,0,0,0,0,1,False,0,0,1,0,0,0
32,150000.0,85.0,3.0,1,True,True,0,1.39,0,0,2.99,0,0,True,0,0,0,0,1,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
33,320000.0,100.0,2.0,1,True,True,0,2.51,0,0,3.0,0,0,False,0,0,0,0,0,0,1,True,0,0,1,True,0,0,1,0,0,0,1,False,0,0,0,0,0,0
34,400000.0,133.3,3.0,1,True,True,0,2.42,0,0,3.15,0,1,False,0,0,0,0,0,0,1,True,0,0,1,True,0,0,1,0,0,0,1,False,0,0,0,0,0,0
35,400000.0,210.0,4.0,1,True,True,0,1.99,0,0,3.8,0,0,False,0,0,1,1,0,0,0,True,1,0,1,True,0,0,0,0,0,0,0,True,0,0,0,0,0,0
36,450000.0,180.0,4.0,1,True,True,0,1.86,0,0,2.99,0,0,False,0,0,0,0,0,0,0,True,1,0,1,True,0,0,1,0,0,0,0,True,0,0,0,0,0,0
37,470000.0,165.0,4.0,1,True,True,0,2.46,0,0,3.35,0,0,False,0,0,0,0,0,0,1,True,0,0,1,True,0,0,1,0,0,0,1,True,0,0,0,0,0,0
38,590000.0,190.0,4.0,1,True,True,0,2.13,0,0,4.05,0,0,False,0,0,0,0,0,0,0,True,1,0,1,True,0,0,1,0,0,0,1,True,0,0,0,0,0,0
39,600000.0,168.0,4.0,1,True,True,0,2.46,0,0,3.35,0,0,False,0,0,0,0,0,0,1,True,0,0,1,True,0,0,1,0,0,0,1,False,0,0,0,0,0,0
40,150000.0,85.0,3.0,1,True,False,0,1.39,0,0,2.99,0,1,False,0,0,0,0,1,0,0,True,0,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
41,195000.0,105.0,3.0,1,False,False,1,2.61,0,0,2.99,0,1,False,0,0,0,1,0,0,1,True,0,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
42,300000.0,134.0,3.0,1,True,False,0,2.61,0,0,2.99,0,1,False,0,0,0,0,0,0,0,True,0,0,1,True,0,1,1,0,0,0,1,True,0,0,0,0,0,0
43,90000.0,60.0,2.0,1,True,True,0,1.97,0,0,3.2,0,0,True,0,0,0,1,1,0,0,True,1,0,0,True,1,0,0,0,0,0,1,False,0,0,0,0,0,0
44,150000.0,85.0,3.0,1,False,False,0,1.39,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
45,250000.0,150.0,5.0,1,True,True,0,2.01,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
46,350000.0,142.0,4.0,1,True,True,0,2.56,1,0,3.2,0,1,False,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
47,450000.0,222.0,5.0,1,True,False,0,1.32,0,0,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,1
48,120000.0,60.0,2.0,1,True,False,0,1.8,0,0,3.6,0,0,True,0,0,0,0,1,0,0,False,0,0,0,False,0,0,0,0,0,0,1,True,0,0,0,0,0,0
49,120000.0,103.0,3.0,1,True,False,0,1.64,0,0,3.8,0,0,True,0,0,0,1,1,0,0,False,0,0,0,False,0,0,0,0,0,0,0,False,0,0,0,0,0,0
50,175000.0,170.0,5.0,0,True,True,0,1.29,1,0,3.2,0,0,True,0,0,0,0,0,0,0,True,0,1,0,True,1,0,0,0,0,0,1,True,1,0,0,0,0,0
51,190000.0,200.0,5.0,0,False,False,0,1.34,0,0,2.99,0,0,False,0,0,0,0,1,0,0,True,0,1,0,True,0,0,0,0,0,0,0,True,1,0,0,0,0,0
52,240000.0,105.0,3.0,1,True,True,0,2.61,1,0,3.0,0,1,True,0,0,0,1,0,0,0,False,0,0,0,True,0,1,0,0,0,0,0,True,0,0,1,0,0,1
53,250000.0,60.0,1.0,1,True,False,0,2.42,0,0,3.0,0,1,True,0,0,0,0,1,0,1,False,0,1,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
54,250000.0,155.0,5.0,1,True,True,0,2.01,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
55,300000.0,134.0,3.0,1,True,True,0,2.61,1,0,3.0,0,1,False,0,0,0,1,0,0,1,False,0,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
56,500000.0,214.6,5.0,0,True,True,0,2.56,0,1,2.99,1,1,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,1,0,0,0,0,0
57,500000.0,204.0,5.0,1,True,True,0,2.56,0,0,3.2,1,0,True,0,0,0,0,0,0,0,False,0,1,0,False,1,1,0,0,0,0,1,True,0,0,0,0,0,0
58,500000.0,180.0,5.0,1,True,True,0,2.06,0,0,2.99,0,0,True,0,0,0,0,1,0,0,False,1,1,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,1
59,650000.0,237.1,4.0,1,False,True,0,2.09,1,1,2.99,0,0,False,0,0,0,1,0,0,0,False,0,0,0,True,0,1,0,0,0,0,0,False,0,0,1,0,0,1
60,700000.0,215.0,4.0,1,True,True,1,1.99,0,0,2.99,0,1,True,0,0,0,0,0,0,0,True,0,0,0,True,0,0,0,0,0,0,0,False,0,0,0,0,0,0
61,115000.0,100.0,3.0,1,False,False,0,1.64,0,0,2.99,0,0,False,0,0,0,0,1,0,0,True,1,1,0,False,0,0,0,0,0,0,0,False,0,0,0,0,0,0
62,120000.0,60.0,2.0,1,True,True,0,1.8,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
63,175000.0,170.0,5.0,0,True,True,0,1.29,1,0,3.2,0,0,True,0,0,0,1,0,0,0,False,0,0,0,True,1,0,0,0,0,0,1,True,1,0,0,1,0,0
64,185000.0,98.0,3.0,1,False,True,0,1.39,0,0,3.0,0,0,False,0,0,0,0,0,0,0,False,0,0,1,False,0,0,0,0,0,0,1,False,0,0,1,0,0,0
65,200000.0,175.0,2.0,1,False,True,0,1.32,0,0,3.1,0,1,False,0,0,0,0,0,0,1,False,0,0,1,False,0,0,1,0,0,0,1,False,0,0,0,0,0,0
66,350000.0,180.0,4.0,1,True,True,1,1.87,0,0,2.99,0,0,True,0,0,0,1,0,0,0,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
67,350000.0,132.0,4.0,1,False,False,0,2.56,1,1,2.99,0,1,False,0,0,0,0,0,0,1,False,0,1,0,True,0,0,0,0,0,0,0,True,0,0,0,0,0,0
68,400000.0,228.0,6.0,1,True,True,0,0.81,1,0,2.99,0,0,False,0,0,0,0,0,0,0,False,1,1,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
69,470000.0,92.3,3.0,1,True,True,0,2.51,0,0,4.2,0,0,False,0,0,0,0,0,0,1,False,0,0,1,True,0,0,1,0,0,0,1,False,0,0,0,0,0,0
70,500000.0,204.0,5.0,1,True,True,0,2.56,0,0,3.2,1,1,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
71,650000.0,160.0,4.0,1,False,True,1,1.67,0,0,3.2,0,0,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
72,650000.0,140.0,4.0,1,True,False,1,1.67,0,0,3.2,0,0,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
73,700000.0,140.0,4.0,1,True,False,1,1.67,0,0,3.2,0,0,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,1
74,120000.0,45.0,1.0,1,True,True,0,1.33,0,1,2.99,0,0,True,0,0,0,0,1,0,0,True,0,0,0,True,1,0,0,0,0,0,1,False,0,0,0,0,0,0
75,130000.0,65.0,3.0,1,True,True,0,2.07,0,0,3.2,0,0,True,0,0,0,1,1,0,0,True,1,0,0,True,1,0,0,0,0,0,1,True,0,0,0,0,0,0
76,140000.0,87.0,3.0,1,True,False,0,0.94,0,0,2.99,0,0,True,0,0,0,1,0,0,0,False,0,0,1,False,0,0,0,0,0,0,1,False,0,0,1,0,0,0
77,145000.0,90.0,3.0,1,True,False,0,2.67,0,1,3.0,0,0,True,0,0,0,1,1,0,0,False,0,0,0,True,0,0,0,0,0,0,0,True,0,0,0,0,0,0
78,350000.0,180.0,4.0,1,True,False,0,1.87,0,0,2.99,0,1,False,0,0,1,0,0,0,0,False,0,0,1,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
79,400000.0,180.0,4.0,1,True,True,0,1.87,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,0,False,0,0,0,0,0,0
80,650000.0,170.0,4.0,1,True,True,0,2.51,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
81,99000.0,75.0,3.0,1,False,False,0,2.43,0,0,2.99,0,0,False,1,0,0,0,0,0,0,False,0,1,1,True,0,0,0,0,0,0,1,True,0,0,1,0,0,0
82,100000.0,87.0,3.0,1,False,False,0,2.04,0,1,2.99,0,0,False,0,0,0,0,1,0,0,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
83,180000.0,105.0,3.0,1,True,False,0,1.45,1,0,3.0,0,0,True,1,0,0,1,0,0,0,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
84,200000.0,99.0,3.0,1,True,True,0,1.24,1,0,3.2,0,1,True,0,0,0,0,0,0,0,False,0,1,0,False,0,0,0,0,0,0,1,False,0,0,0,0,0,1
85,250000.0,60.0,1.0,1,False,False,0,2.42,0,0,3.5,0,1,True,0,0,0,0,1,0,0,False,0,1,0,False,0,1,0,0,0,0,0,False,0,0,0,0,0,0
86,280000.0,140.0,4.0,1,True,True,0,2.11,1,0,2.99,0,0,True,0,0,0,0,0,0,0,False,1,1,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
87,300000.0,120.0,3.0,1,False,False,0,1.17,1,1,2.99,0,0,False,0,0,0,1,0,0,0,False,1,0,0,False,0,0,0,0,0,0,1,True,0,0,0,0,0,0
88,400000.0,133.0,3.0,1,True,True,0,2.42,1,0,2.8,0,1,True,0,0,0,0,0,0,0,False,0,1,0,False,0,1,0,0,0,0,0,False,0,0,0,0,0,0
89,400000.0,180.0,4.0,1,False,False,1,1.87,0,0,2.99,0,0,False,0,0,0,0,0,0,1,False,0,1,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
90,450000.0,219.0,4.0,0,True,True,0,1.32,1,0,2.99,0,1,True,0,0,0,0,0,0,0,False,0,0,0,False,0,1,0,0,0,0,1,False,1,0,1,0,0,1
91,450000.0,130.0,3.0,0,False,True,0,1.49,1,0,2.99,0,1,False,0,0,0,0,0,0,0,False,0,1,0,False,0,0,0,0,0,0,1,False,1,0,0,0,0,0
92,500000.0,180.0,5.0,1,True,True,0,2.06,1,1,3.0,0,1,True,0,0,0,1,0,0,1,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,1,0,0,0
93,520000.0,190.0,4.0,1,True,True,0,1.57,1,0,3.2,0,0,True,0,0,0,1,0,0,0,False,0,0,0,False,1,0,0,0,0,0,1,False,0,0,0,0,0,0
94,550000.0,174.0,3.0,1,True,True,0,2.46,0,1,2.99,0,0,True,0,0,0,1,1,0,0,True,0,0,0,True,0,1,0,0,0,0,0,True,0,0,1,0,0,0
95,650000.0,170.0,4.0,1,True,True,0,2.51,1,1,2.99,0,1,True,0,0,0,0,0,0,0,True,0,1,0,True,0,1,0,0,0,0,1,True,0,0,1,0,0,1
96,80000.0,52.0,2.0,1,True,False,0,2.08,0,0,2.99,0,0,True,0,1,0,0,1,0,0,False,0,0,0,False,1,0,0,0,0,0,1,False,0,0,0,0,0,0
97,95000.0,91.0,3.0,1,True,False,0,2.53,0,0,2.99,0,0,False,0,0,0,0,0,0,0,False,1,0,1,True,0,0,0,0,0,0,1,False,0,0,1,0,0,0
98,105000.0,56.0,2.0,1,True,False,0,2.44,0,0,2.99,0,0,True,0,1,0,1,0,0,0,False,0,0,1,False,1,0,0,0,0,0,1,True,0,0,1,0,0,0
99,120000.0,80.0,3.0,1,True,True,0,2.15,0,0,3.2,0,0,True,0,0,0,0,1,0,0,False,0,1,0,False,1,0,0,0,0,0,1,False,0,0,0,1,0,0
100,135000.0,94.0,2.0,1,True,True,0,1.75,0,0,3.2,0,0,True,0,0,0,1,1,0,0,False,0,0,0,False,0,0,0,0,0,0,1,False,0,0,0,0,0,0
101,135000.0,40.0,2.0,1,True,True,0,1.67,0,0,3.0,0,0,True,0,0,0,0,1,0,0,False,0,0,0,False,0,1,0,0,0,0,0,False,0,0,1,0,0,0
102,145000.0,94.0,3.0,1,True,False,0,2.13,1,0,5.5,0,0,False,0,0,0,0,0,0,0,False,0,1,0,True,1,0,0,0,0,0,0,False,0,0,0,0,0,0
103,145000.0,90.0,3.0,1,False,False,0,2.67,0,0,2.99,0,0,False,0,0,0,0,0,0,0,False,0,0,1,False,1,0,0,0,0,0,1,False,0,0,1,0,0,0
104,165000.0,120.0,2.0,0,True,True,0,1.57,0,0,3.0,0,0,True,0,0,0,0,1,0,0,False,0,0,0,False,1,0,0,0,0,0,0,False,1,0,0,1,0,0
105,175000.0,170.0,5.0,0,True,True,0,1.29,0,0,2.99,0,0,False,0,0,0,0,1,0,0,False,1,1,0,True,0,0,0,0,0,0,1,False,1,0,0,0,0,0
106,180000.0,140.0,3.0,1,True,True,0,1.84,1,0,3.2,0,0,True,1,0,0,1,0,0,0,False,0,0,0,True,0,0,0,0,0,0,1,True,0,0,0,1,0,0
107,180000.0,41.0,0.0,1,True,True,0,2.42,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
108,190000.0,120.0,3.0,1,True,True,0,1.59,1,0,3.0,0,0,True,0,0,0,0,0,0,0,False,0,0,0,False,1,0,0,0,0,0,1,True,0,0,0,1,0,0
109,200000.0,95.0,3.0,1,True,False,0,1.24,0,0,2.99,0,1,False,0,0,0,0,0,0,0,False,0,0,1,True,0,1,1,0,0,0,1,False,0,0,0,0,0,0
110,220000.0,130.0,4.0,0,True,False,0,0.75,1,0,2.99,0,0,False,1,0,0,0,0,0,0,False,0,1,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
111,230000.0,70.0,3.0,1,True,True,0,1.67,1,1,2.99,0,0,True,0,1,0,0,0,0,0,False,0,1,0,True,0,0,0,0,0,0,0,False,0,0,0,0,0,0
112,270000.0,63.0,0.0,1,False,False,0,2.42,0,1,2.99,0,0,False,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
113,330000.0,189.0,4.0,0,True,False,0,1.24,0,0,2.99,0,1,False,0,0,0,0,0,0,0,False,0,0,1,True,0,0,1,0,0,0,1,False,1,0,0,0,0,0
114,330000.0,120.0,2.0,1,True,True,0,1.99,0,0,3.8,0,1,True,0,0,0,0,1,0,0,False,0,1,0,False,0,0,0,0,0,0,1,False,0,0,1,0,0,0
115,350000.0,212.0,4.0,1,True,True,0,2.61,1,1,2.99,0,0,True,0,0,0,1,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
116,350000.0,111.0,4.0,1,True,True,0,2.19,1,0,2.99,0,0,True,0,0,0,0,0,0,0,True,1,0,0,True,0,0,0,0,0,0,1,True,0,0,1,0,0,1
117,350000.0,92.0,2.0,1,False,True,0,2.42,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
118,350000.0,132.0,4.0,1,True,True,0,2.56,1,0,2.99,0,0,True,0,0,0,0,0,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
119,360000.0,202.0,4.0,1,False,True,0,1.99,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
120,400000.0,123.0,2.0,1,True,True,0,2.42,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
121,450000.0,130.0,3.0,1,True,True,0,1.49,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
122,450000.0,180.0,3.0,1,True,True,0,2.09,0,1,2.99,0,0,True,0,0,0,0,1,0,0,False,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
123,450000.0,220.0,5.0,0,True,True,0,1.32,1,0,2.99,0,0,True,0,0,0,1,0,0,0,False,0,0,0,True,0,1,0,0,0,0,0,True,1,0,1,0,0,0
124,450000.0,180.0,4.0,1,True,True,0,2.09,1,0,2.99,0,0,True,0,0,0,0,0,0,0,False,1,1,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
125,470000.0,206.0,4.0,1,True,True,0,1.68,1,1,3.2,0,1,True,0,0,0,1,0,0,1,False,0,0,0,True,0,0,0,0,0,0,1,False,0,0,1,0,0,0
126,500000.0,215.0,5.0,1,True,False,0,2.56,0,0,2.99,0,1,False,0,0,0,0,0,1,0,False,0,1,1,True,0,1,0,0,0,0,1,True,0,0,0,0,0,0
127,520000.0,195.0,4.0,1,True,True,0,1.57,1,1,3.2,0,0,True,0,0,0,0,0,0,0,False,0,0,0,True,1,0,0,0,0,0,1,False,0,0,0,0,0,0
128,590000.0,186.0,4.0,1,True,True,0,2.13,1,0,3.2,0,1,True,0,0,0,0,0,0,0,False,0,1,0,False,0,0,0,0,0,0,1,False,0,0,0,0,0,0
129,80000.0,53.0,2.0,1,True,True,0,2.08,0,0,3.2,0,0,True,0,0,0,1,1,0,0,True,1,0,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
130,80000.0,53.0,2.0,1,False,False,0,1.9,0,0,2.5,0,0,True,0,1,0,0,0,0,0,False,0,1,1,True,1,0,0,0,0,0,1,False,0,0,1,0,0,0
131,90000.0,60.0,2.0,1,False,False,0,1.42,0,0,2.99,0,0,True,1,0,0,0,1,0,0,False,1,0,0,True,1,0,0,0,0,0,0,True,0,0,0,0,0,0
132,95000.0,30.0,1.0,1,True,True,0,1.67,0,1,2.99,0,0,True,0,0,0,0,1,0,0,True,1,0,0,True,1,0,0,0,0,0,0,False,0,0,0,0,0,0
133,100000.0,80.0,3.0,1,True,False,0,2.67,0,0,2.99,0,0,True,0,0,0,0,1,0,0,False,0,0,0,True,0,0,0,0,0,0,0,False,0,0,0,0,0,0
134,100000.0,68.0,3.0,1,True,True,0,2.11,0,0,2.8,0,0,True,0,0,0,0,1,0,0,False,0,1,0,True,1,0,0,0,0,0,1,True,0,0,0,0,0,0
135,105000.0,55.0,2.0,1,True,False,0,2.44,0,0,2.8,0,0,True,0,0,0,0,0,0,0,False,0,0,1,True,0,0,0,0,0,0,1,True,0,0,1,0,0,1
136,110000.0,55.0,2.0,1,True,False,0,2.15,0,0,3.2,0,0,True,0,0,0,0,1,0,0,True,1,0,0,True,1,0,0,0,0,0,1,True,0,0,0,0,0,0
137,120000.0,103.0,3.0,1,True,False,0,1.64,0,1,2.99,0,0,True,0,0,0,1,1,0,0,False,0,0,0,False,0,0,0,0,0,0,0,True,0,0,0,0,0,0
138,120000.0,80.0,3.0,1,True,True,0,2.15,0,0,2.99,0,0,True,0,0,0,0,1,0,0,False,1,1,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
139,130000.0,65.0,2.0,1,True,True,0,1.86,0,1,3.0,0,1,True,0,0,0,0,1,0,0,True,0,1,0,True,0,0,0,0,0,0,1,False,0,0,0,0,0,0
140,135000.0,98.0,2.0,1,True,True,0,1.75,0,0,3.4,0,0,True,0,0,0,0,1,0,0,False,0,1,0,True,0,0,0,0,0,0,1,False,0,0,0,1,0,0
141,135000.0,40.0,2.0,1,False,False,0,1.67,0,1,2.4,0,0,True,0,0,0,1,1,0,0,False,0,0,0,True,0,1,0,0,0,0,0,False,0,0,1,0,0,0
142,135000.0,89.4,2.0,1,True,True,0,1.75,0,0,2.99,0,0,True,0,0,0,0,1,0,0,True,0,0,0,True,0,0,0,0,0,0,1,True,0,0,0,0,0,0
143,145000.0,90.0,3.0,1,True,False,0,2.67,0,1,2.99,0,0,True,0,0,0,1,0,0,0,False,0,0,1,True,0,0,0,0,0,0,0,True,0,0,1,0,0,0
144,150000.0,90.0,3.0,1,False,False,0,1.39,0,0,3.2,0,0,True,0,0,0,1,1,0,0,True,1,0,0,True,1,0,0,0,0,0,1,True,0,0,0,0,0,0
145,150000.0,100.0,3.0,1,False,False,0,1.28,0,0,2.99,0,0,True,1,0,0,0,1,0,0,True,0,0,0,True,0,0,0,0,0,0,1,True,0,0,1,1,0,0
146,150000.0,43.3,2.0,1,True,True,0,1.67,1,1,4.0,0,0,True,0,0,0,0,0,0,0,True,0,1,0,False,0,1,0,0,0,0,0,False,0,0,0,0,0,0
